,,,,,,,,,,,
662,15984,-104,-0.01,1,-1.03,-238,-84,129,-0.15,-0.23,0.11
580,16068,-114,-0.01,1,-1.03,-236,-73,128,-0.12,-0.06,0.09
558,16044,-70,-0.02,1,-1.03,-235,-72,119,-0.11,-0.05,-0.05
582,16024,-60,-0.01,1,-1.03,-224,-64,118,0.06,0.08,-0.06
614,15976,-38,-0.01,1,-1.03,-221,-68,131,0.11,0.02,0.14
606,16004,-142,-0.01,1,-1.03,-233,-61,130,-0.08,0.12,0.12
564,16010,-74,-0.02,1,-1.03,-226,-58,117,0.03,0.17,-0.08
594,16018,-62,-0.01,1,-1.03,-219,-71,123,0.14,-0.03,0.02
558,15984,-58,-0.02,1,-1.03,-240,-70,122,-0.18,-0.02,0
622,15996,30,-0.01,1,-1.02,-227,-72,135,0.02,-0.05,0.2
556,15970,-48,-0.02,0.99,-1.03,-234,-69,121,-0.09,0,-0.02
658,15998,-132,-0.01,1,-1.03,-224,-69,126,0.06,0,0.06
650,16028,-158,-0.01,1,-1.03,-217,-73,118,0.17,-0.06,-0.06
632,15958,-70,-0.01,0.99,-1.03,-233,-69,119,-0.08,0,-0.05
626,16020,-92,-0.01,1,-1.03,-220,-77,121,0.12,-0.12,-0.02
604,16034,-78,-0.01,1,-1.03,-230,-78,109,-0.03,-0.14,-0.2
566,15964,-66,-0.02,0.99,-1.03,-211,-74,116,0.26,-0.08,-0.09
616,16056,-50,-0.01,1,-1.03,-236,-66,114,-0.12,0.05,-0.12
580,15936,-138,-0.01,0.99,-1.03,-226,-62,115,0.03,0.11,-0.11
578,15992,10,-0.01,1,-1.02,-234,-62,141,-0.09,0.11,0.29
674,15962,36,-0.01,0.99,-1.02,-233,-71,126,-0.08,-0.03,0.06
602,15950,-138,-0.01,0.99,-1.03,-239,-69,136,-0.17,0,0.21
700,15910,-230,-0.01,0.99,-1.04,-239,-63,134,-0.17,0.09,0.18
580,16014,-88,-0.01,1,-1.03,-230,-72,122,-0.03,-0.05,0
648,16030,-80,-0.01,1,-1.03,-224,-69,118,0.06,0,-0.06
590,16018,-44,-0.01,1,-1.03,-230,-64,114,-0.03,0.08,-0.12
556,16036,-28,-0.02,1,-1.03,-231,-72,122,-0.05,-0.05,0
570,16010,30,-0.02,1,-1.02,-238,-64,131,-0.15,0.08,0.14
602,15914,-124,-0.01,0.99,-1.03,-226,-65,118,0.03,0.06,-0.06
586,15984,-34,-0.01,1,-1.03,-231,-70,127,-0.05,-0.02,0.08
564,15970,-98,-0.02,0.99,-1.03,-230,-74,129,-0.03,-0.08,0.11
638,15964,-58,-0.01,0.99,-1.03,-236,-72,116,-0.12,-0.05,-0.09
622,15934,34,-0.01,0.99,-1.02,-235,-61,117,-0.11,0.12,-0.08
582,15932,-110,-0.01,0.99,-1.03,-226,-73,120,0.03,-0.06,-0.03
610,15970,-20,-0.01,0.99,-1.03,-228,-63,118,0,0.09,-0.06
646,16018,-60,-0.01,1,-1.03,-228,-76,124,0,-0.11,0.03
582,15976,-52,-0.01,1,-1.03,-232,-70,131,-0.06,-0.02,0.14
678,15984,-156,-0.01,1,-1.03,-239,-67,127,-0.17,0.03,0.08
634,15958,-88,-0.01,0.99,-1.03,-230,-68,122,-0.03,0.02,0
572,15974,-136,-0.01,0.99,-1.03,-228,-74,127,0,-0.08,0.08
616,15988,40,-0.01,1,-1.02,-236,-72,120,-0.12,-0.05,-0.03
590,16052,10,-0.01,1,-1.02,-222,-72,119,0.09,-0.05,-0.05
704,16042,-50,-0.01,1,-1.03,-227,-69,119,0.02,0,-0.05
608,16058,-56,-0.01,1,-1.03,-226,-73,126,0.03,-0.06,0.06
594,15938,-56,-0.01,0.99,-1.03,-230,-67,121,-0.03,0.03,-0.02
596,15872,16,-0.01,0.99,-1.02,-230,-66,136,-0.03,0.05,0.21
640,15946,-46,-0.01,0.99,-1.03,-234,-69,136,-0.09,0,0.21
516,15952,-62,-0.02,0.99,-1.03,-234,-65,141,-0.09,0.06,0.29
560,16062,-60,-0.02,1,-1.03,-228,-73,128,0,-0.06,0.09
610,15966,-52,-0.01,0.99,-1.03,-217,-71,122,0.17,-0.03,0
568,15988,36,-0.02,1,-1.02,-226,-70,121,0.03,-0.02,-0.02
604,15964,-64,-0.01,0.99,-1.03,-228,-61,115,0,0.12,-0.11
636,15980,22,-0.01,1,-1.02,-226,-65,124,0.03,0.06,0.03
690,15986,-18,-0.01,1,-1.03,-232,-66,129,-0.06,0.05,0.11
570,16046,-144,-0.02,1,-1.03,-228,-68,125,0,0.02,0.05
618,15946,-14,-0.01,0.99,-1.03,-219,-67,121,0.14,0.03,-0.02
604,15960,-6,-0.01,0.99,-1.03,-231,-57,127,-0.05,0.18,0.08
636,15992,-54,-0.01,1,-1.03,-229,-66,128,-0.02,0.05,0.09
568,15968,34,-0.02,0.99,-1.02,-233,-60,122,-0.08,0.14,0
654,16016,-94,-0.01,1,-1.03,-226,-70,128,0.03,-0.02,0.09
540,15942,-134,-0.02,0.99,-1.03,-229,-74,115,-0.02,-0.08,-0.11
586,16036,-42,-0.01,1,-1.03,-228,-70,117,0,-0.02,-0.08
634,16010,-194,-0.01,1,-1.04,-220,-70,121,0.12,-0.02,-0.02
520,15934,-4,-0.02,0.99,-1.03,-227,-75,117,0.02,-0.09,-0.08
566,15960,-62,-0.02,0.99,-1.03,-222,-71,114,0.09,-0.03,-0.12
584,15984,28,-0.01,1,-1.02,-234,-58,121,-0.09,0.17,-0.02
594,16042,-154,-0.01,1,-1.03,-230,-69,123,-0.03,0,0.02
624,15906,-90,-0.01,0.99,-1.03,-232,-73,136,-0.06,-0.06,0.21
506,16066,-74,-0.02,1,-1.03,-240,-72,130,-0.18,-0.05,0.12
528,16026,-112,-0.02,1,-1.03,-236,-75,129,-0.12,-0.09,0.11
564,15938,-48,-0.02,0.99,-1.03,-227,-60,126,0.02,0.14,0.06
654,15970,8,-0.01,0.99,-1.02,-229,-62,134,-0.02,0.11,0.18
608,16026,-60,-0.01,1,-1.03,-218,-70,118,0.15,-0.02,-0.06
630,16032,-74,-0.01,1,-1.03,-229,-65,122,-0.02,0.06,0
568,15972,-108,-0.02,0.99,-1.03,-239,-63,119,-0.17,0.09,-0.05
590,15936,-58,-0.01,0.99,-1.03,-231,-72,122,-0.05,-0.05,0
586,16006,42,-0.01,1,-1.02,-229,-82,127,-0.02,-0.2,0.08
618,15974,-80,-0.01,0.99,-1.03,-226,-79,129,0.03,-0.15,0.11
566,15948,-150,-0.02,0.99,-1.03,-234,-71,127,-0.09,-0.03,0.08
544,16004,-28,-0.02,1,-1.03,-218,-77,118,0.15,-0.12,-0.06
590,16004,-84,-0.01,1,-1.03,-233,-68,126,-0.08,0.02,0.06
572,15940,-152,-0.01,0.99,-1.03,-212,-72,124,0.24,-0.05,0.03
588,15898,-70,-0.01,0.99,-1.03,-228,-63,126,0,0.09,0.06
594,15964,-66,-0.01,0.99,-1.03,-230,-82,133,-0.03,-0.2,0.17
