-0.027861309,0.023218963,0.036268068,-0.002931089,1591164165.41168,,,0,0,4.119458914
-0.044620721,0.028007366,0.052682267,0.000666156,1591164165.43383,,,0,0,0.004717112
0.018825623,0.006459551,0.019903012,-0.001598776,1591164165.45242,,,-0.045,0,0.014123917
-0.035043914,0.008853753,0.036145053,-0.000266463,1591164165.47133,,,0,0,0.019146681
0.027205329,-0.017482465,0.032338314,-0.000532925,1591164165.49204,,,0,0,0.004877567
0.026008228,-0.023467969,0.035031037,-0.001332313,1591164165.51222,,,0,0,0.00504756
-0.031452611,-0.043818683,0.053938333,0.000799388,1591164165.53311,,,0.026,-0.002,0.002654314
0.02840243,0.025613165,0.038245683,0.000532925,1591164165.55421,,,0,0,0.022583961
0.030796632,0.026810266,0.04083164,-0.000932619,1591164165.57243,,,0,0,0.016468287
0.024811128,-0.028256373,0.037603386,0.002398163,1591164165.59293,,,0.03,-0.001,0.018532515
-0.021875805,0.007656652,0.023177039,-0.000266463,1591164165.61134,,,0,0,0.018934965
0.011643018,-0.004314356,0.012416664,-0.003464014,1591164165.63185,,,0,0,0.019671202
0.022416926,0.026810266,0.03494723,-0.001998469,1591164165.65152,,,0.011,-0.004,0.015987635
-0.021875805,0.007656652,0.023177039,-0.002131701,1591164165.67257,,,0,0,0.02005887
0.036782136,0.031598669,0.048491251,-0.002531395,1591164165.69349,,,0,0,0.00484705
-0.041029418,-0.054592591,0.068291757,0.000266463,1591164165.7118,,,0.036,-0.003,0.001900673
-0.027861309,-0.018679566,0.033543684,-0.00106585,1591164165.73338,,,0,0,0.03376627
-0.006313494,0.019627661,0.020618081,-0.000932619,1591164165.75457,,,0,0,0.016340733
0,-0.007905659,0.007905659,0.000532925,1591164165.7728,,,-0.007,-0.001,0.017684221
0.041570539,0.065117492,0.077255404,0.000666156,1591164165.79149,,,0,0,0.018792629
-0.006313494,-0.018679566,0.019717667,0.000399694,1591164165.81263,,,0,0,0.019609451
-0.042226519,-0.045015784,0.061721145,-0.000399694,1591164165.83186,,,0,0,0.003221273
-0.002722192,0.002868249,0.003954387,-0.001998469,1591164165.85198,,,-0.043,-0.001,0.005075455
-0.008707696,0.028007366,0.029329789,-0.001998469,1591164165.87288,,,0,0,0.009105921
0.006854615,-0.004314356,0.008099347,-0.002531395,1591164165.89244,,,0,0,0.004354
-0.026664208,-0.023467969,0.035520777,-0.001998469,1591164165.91304,,,0.006,-0.003,0.003961325
0.027205329,-0.019876667,0.033692905,-0.000266463,1591164165.93453,,,0,0,0.01610899
