0.003278783,0.002131701,3.633110046,1582212951.600942850
0.018846410,-0.000532925,3.632194042,1582212951.666420221
0.014056371,0.001065850,3.634026051,1582212951.733384609
-0.000313747,-0.001065850,3.632194042,1582212951.800577879
0.038006566,-0.001065850,3.630362034,1582212951.867430449
0.004476293,-0.002131701,3.626698017,1582212951.933115482
0.016451390,-0.000532925,3.625782013,1582212952.000370026
-0.011091334,0.001332313,3.628148317,1582212952.067147732
0.020043919,-0.001065850,3.624850512,1582212952.132888079
0.015253880,-0.000799388,3.621827602,1582212952.199964523
0.005673802,0.000266463,3.622850418,1582212952.266867638
-0.017078883,0.000532925,3.624865770,1582212952.333850384
-0.027856471,0.000000000,3.624865770,1582212952.399529696
0.002081273,-0.001865238,3.617705584,1582212952.466620207
-0.012288844,0.000266463,3.618713140,1582212952.533763409
0.026031468,0.001065850,3.622865915,1582212952.600736618
0.000883763,0.000532925,3.624881268,1582212952.666346788
0.042796603,-0.000799388,3.621812582,1582212952.733338833
0.036809056,-0.000532925,3.619797230,1582212952.800412178
0.030821507,-0.000266463,3.618774414,1582212952.866144896
0.017648900,-0.000799388,3.615705729,1582212952.933053732
-0.009893825,0.000266463,3.616713285,1582212953.000158310
-0.039831571,0.000000000,3.616713285,1582212953.065746546
0.011661351,-0.001065850,3.612682819,1582212953.132819891
-0.031449000,-0.000799388,3.609614134,1582212953.199796200
0.026031468,0.001065850,3.613644600,1582212953.265505314
-0.024263942,-0.002398163,3.604438543,1582212953.332527876
-0.014683864,0.000532925,3.606453896,1582212953.399543285
0.011661351,0.001332313,3.611644745,1582212953.466557503
0.004476293,-0.000532925,3.609598875,1582212953.532312155
-0.012288844,-0.002131701,3.601537704,1582212953.599269867
-0.013486354,0.000532925,3.603583574,1582212953.666269541
-0.006301295,0.000266463,3.604591131,1582212953.733246803
0.016451390,-0.001332313,3.599476576,1582212953.798976660
-0.033844020,0.001065850,3.603507042,1582212953.866028070
-0.042226591,-0.001332313,3.598392487,1582212953.932986736
0.009266332,-0.000532925,3.596346617,1582212953.998716831
-0.009893825,-0.000532925,3.594331264,1582212954.065723896
0.000883763,-0.002131701,3.586148024,1582212954.132782936
-0.019473903,0.001598776,3.592193842,1582212954.198503971
0.027228978,0.000266463,3.593216658,1582212954.265480042
-0.042226591,-0.001065850,3.589125156,1582212954.332465172
-0.001511256,-0.000532925,3.587079287,1582212954.399536848
-0.000000000,-0.000000008,0.000000000,1582212954.465265989
-0.017078883,0.002398163,3.596285343,1582212954.532242060
0.004476293,0.000799388,3.599354029,1582212954.599267483
-0.009893825,0.000000000,3.599354029,1582212954.664936781
-0.008696315,-0.000266463,3.598331213,1582212954.731971025
0.006871312,-0.000799388,3.595308304,1582212954.798931837
-0.032646510,-0.002131701,3.587125063,1582212954.865904570
-0.058991727,0.000266463,3.588132620,1582212954.931677580
-0.002708766,-0.002664626,3.577903509,1582212954.998692751
0.006871312,-0.001332313,3.572788954,1582212955.065690041
0.017648900,0.000266463,3.573796511,1582212955.131487608
-0.007498805,-0.000266463,3.572758436,1582212955.198385477
0.034414037,0.000532925,3.574773788,1582212955.265372038
38120009444599146947882277406685265920.000000000,1735043.024980000,0.000000000,1582212955.332417488
0.030821507,-0.000799388,3.566636324,1582212955.398125172
0.009266332,0.000266463,3.567659140,1582212955.465185404
0.012858861,-0.000799388,3.564636230,1582212955.532161474
-0.000313747,-0.002398163,3.555430174,1582212955.599168062
-0.008696315,-0.000266463,3.554407358,1582212955.664932966
0.014056371,0.002398163,3.563476086,1582212955.731865644
0.022438939,0.002131701,3.571659327,1582212955.797615528
0.045191622,0.001065850,3.575689793,1582212955.864594936
0.000000000,0.000000000,0.000000000,1582212955.890123606
-0.002708766,0.000266463,0.000000000,1582212955.998631477
0.005673802,0.000799388,3.581857681,1582212956.064342022
0.011661351,-0.001065850,3.577766180,1582212956.131316900
0.016451390,0.001598776,3.583811998,1582212956.198325157
0.036809056,-0.000532925,3.581766129,1582212956.265335321
0.040401583,0.000799388,3.584789038,1582212956.331128120
-0.000313747,-0.001065850,3.580697536,1582212956.398094416
0.016451390,-0.001065850,3.576667070,1582212956.465100765
-0.013486354,-0.000266463,3.575644255,1582212956.530857801
0.051179171,-0.001332313,3.570605993,1582212956.597806931
0.049981661,-0.001065850,3.566514492,1582212956.664859772
-0.000313747,-0.001065850,3.562422991,1582212956.731822968
-0.011091334,0.000000000,3.562422991,1582212956.797465086
-0.005103786,-0.002931089,3.551171064,1582212956.864548922
-0.012288844,-0.001598776,3.545125246,1582212956.930359840
0.054771700,0.000000000,3.545125246,1582212956.997262955
-0.017078883,0.000000000,3.545125246,1582212957.064220667
0.005673802,-0.002131701,3.536942005,1582212957.131255388
-0.011091334,-0.002664626,3.526712894,1582212957.197032690
-0.015881373,-0.001065850,3.522682428,1582212957.264011860
-0.026658961,-0.003996939,3.507339001,1582212957.331047058
0.015253880,0.000000000,3.507339001,1582212957.397974491
0.049981661,0.000266463,3.508361816,1582212957.463782787
-0.012288844,0.001332313,3.513400078,1582212957.530756950
0.014056371,0.000532925,3.515445948,1582212957.597720623
0.026031468,-0.000266463,3.514438391,1582212957.663497448
-0.017078883,-0.001598776,3.508209467,1582212957.730576754
-0.027856471,-0.000266463,3.507186651,1582212957.797487736
0.043994113,0.001332313,3.512224913,1582212957.864533186
0.003278783,-0.002131701,3.504041672,1582212957.930305481
-0.035041530,-0.000799388,3.501018763,1582212957.997170210
-0.047016630,-0.000799388,3.497950077,1582212958.064225435
-0.006301295,-0.000532925,3.495934725,1582212958.130050898
-0.005103786,0.000266463,3.496957541,1582212958.197017431
0.020043919,0.001598776,3.503003359,1582212958.263970852
0.027228978,0.000799388,3.506072044,1582212958.329754829
0.009266332,-0.000799388,3.503003359,1582212958.396666527
0.002081273,0.001598776,3.509049177,1582212958.463706970
-0.023066432,0.000532925,3.511095047,1582212958.530786276
0.028426488,0.001065850,3.515186548,1582212958.597691298
-0.019473903,-0.000799388,3.512072086,1582212958.663444042
-0.001511256,0.000266463,3.513064384,1582212958.730574369
0.003278783,0.002398163,3.522270441,1582212958.796158314
-0.021868922,-0.000266463,3.521247625,1582212958.863157511
0.024833959,0.000266463,3.522255182,1582212958.930274248
-0.002708766,0.000799388,3.525323868,1582212958.997129917
-0.042226591,0.000532925,3.527339220,1582212959.062894821
0.010463841,-0.001065850,3.523247719,1582212959.130051851
-0.009893825,-0.001598776,3.517201900,1582212959.196948767
0.002081273,0.000799388,3.520270586,1582212959.263906956
0.006871312,0.000532925,3.522285938,1582212959.329609156
-0.042226591,-0.001598776,3.516148567,1582212959.396732330
